Ticker,Date,Open,High,Low,Close,Volume,CEF_NAV,CEF_Discount,CEF_Price,ARO_DPTL_1YR,ARO_DPTL_1YR_NUM,ARO_DPTL_3YR,ARO_DPTL_3YR_NUM,ARO_DPTL_5YR,ARO_DPTL_5YR_NUM
IAF,2003-02-26,0.6997278980258488,0.6997278980258488,0.6962922215461731,0.6962922215461731,7600,7.01,-13.27,6.08,,,,,,
IAF,2003-02-27,0.6974373554583727,0.6974373554583727,0.69285649061203,0.69285649061203,8300,6.92,-12.57,6.05,,,,,,
IAF,2003-02-28,0.6871303822499936,0.6962921119426788,0.6871303822499936,0.69285649061203,5500,6.95,-12.95,6.05,,,,,,
IAF,2003-03-03,0.6985823430510542,0.703163206577301,0.6985823430510542,0.703163206577301,17700,7.07,-13.15,6.14,,,,,,
IAF,2003-03-04,0.7054539173388976,0.7191965679608906,0.7054539173388976,0.713470458984375,5100,7.09,-12.13,6.23,,,,,,
IAF,2003-03-05,0.7088894245215214,0.7088894245215214,0.7054537490336418,0.7077441811561584,11400,7.04,-12.22,6.18,,,,,,
IAF,2003-03-06,0.7020180179998396,0.703163206577301,0.7008727748141776,0.703163206577301,10000,7.01,-12.41,6.14,,,,,,
IAF,2003-03-07,0.6997280720256435,0.7043089387321748,0.6962923946916257,0.6985828280448914,26300,6.93,-11.98,6.1,,,,,,
IAF,2003-03-10,0.6962920518134268,0.6985824840388046,0.6917111873626709,0.6917111873626709,18800,6.96,-13.22,6.04,,,,,,
IAF,2003-03-11,0.6928565000376825,0.6940016889607392,0.6871303915977478,0.6871303915977478,24200,6.82,-12.02,6.0,,,,,,
IAF,2003-03-12,0.6814044221460637,0.684840098832454,0.6779688000679016,0.6779688000679016,3500,6.69,-10.76,5.97,,,,,,
IAF,2003-03-13,0.6791139944879069,0.6791139944879069,0.6699522627308306,0.6756783723831177,5200,6.66,-11.41,5.9,,,,,,
IAF,2003-03-14,0.6802587985866977,0.6871300929633479,0.6802587985866977,0.6859848499298096,8500,6.8,-11.76,6.0,,,,,,
IAF,2003-03-17,0.6825495174036509,0.7020182203047154,0.6768234090416144,0.69285649061203,22000,6.78,-10.77,6.05,,,,,,
IAF,2003-03-18,0.6951471885621223,0.7054541110992432,0.6905663219660159,0.7054541110992432,21000,6.94,-11.24,6.16,,,,,,
IAF,2003-03-19,0.6985822179893143,0.7123248061078262,0.6928561669106964,0.7088891863822937,9200,6.95,-10.94,6.19,,,,,,
IAF,2003-03-20,0.7088893780590635,0.7088893780590635,0.6871302470172008,0.7020180821418762,38500,6.97,-12.05,6.13,,,,,,
IAF,2003-03-21,0.6951469230352014,0.6974373554583727,0.69285649061203,0.69285649061203,33800,6.95,-12.95,6.05,,,,,,
IAF,2003-03-24,0.692856323955981,0.692856323955981,0.6768232462420781,0.6848397850990295,12000,6.96,-14.08,5.98,,,,,,
IAF,2003-03-25,0.6848399591434173,0.6871303915977478,0.6836947156121435,0.6871303915977478,46000,6.97,-13.92,6.0,,,,,,
IAF,2003-03-26,0.6962920429746959,0.6997277185732562,0.6951468541806499,0.6974372863769531,7900,7.05,-13.62,6.09,,,,,,
IAF,2003-03-27,0.696862518787384,0.7014622670434071,0.696862518787384,0.696862518787384,4700,7.08,-14.41,6.06,,,,,,
IAF,2003-03-28,0.7003123591790744,0.7037621429632127,0.7003123591790744,0.7014622688293457,2200,7.05,-13.19,6.12,,,,,,
IAF,2003-03-31,0.6968621889803975,0.6968621889803975,0.6899625698617756,0.6945623159408569,22800,7.09,-14.81,6.04,,,,,,
IAF,2003-04-01,0.6957124188860281,0.6991622017179833,0.6945624547198367,0.6980122923851013,22900,7.08,-14.27,6.07,,,,,,
IAF,2003-04-02,0.7026117120080054,0.7026117120080054,0.6980119671530663,0.7003118395805359,2400,7.04,-13.49,6.09,,,,,,
IAF,2003-04-03,0.7014622688293457,0.7014622688293457,0.6991623946954786,0.7014622688293457,4200,7.06,-13.6,6.1,,,,,,
IAF,2003-04-04,0.702612192459515,0.7049120664596558,0.702612192459515,0.7049120664596558,6600,7.15,-14.27,6.13,,,,,,
IAF,2003-04-07,0.7095116525218171,0.716411272947478,0.7095116525218171,0.7129614353179932,16200,7.2,-13.89,6.2,,,,,,
IAF,2003-04-08,0.7129615141466761,0.7164113521575928,0.7118116046985805,0.7164113521575928,13000,7.2,-13.61,6.22,,,,,,
IAF,2003-04-09,0.7095117063798724,0.7129614894379166,0.7026120854304708,0.7037619948387146,67000,7.15,-14.41,6.12,,,,,,
IAF,2003-04-10,0.6968625205616116,0.7037621429632127,0.6957126109113403,0.7014622688293457,31500,7.22,-15.51,6.1,,,,,,
IAF,2003-04-11,0.7026118993562331,0.7129613006228245,0.7026118993562331,0.7095115184783936,42400,7.22,-14.54,6.17,,,,,,
IAF,2003-04-14,0.7072117294502813,0.709511602764213,0.694562398807005,0.7026119828224182,48000,7.2,-15.14,6.11,,,,,,
IAF,2003-04-15,0.7037620734018408,0.7095117855848567,0.7026121638652292,0.7072119116783142,28700,7.26,-15.29,6.15,,,,,,
IAF,2003-04-16,0.7106615587412144,0.7118115228904601,0.7083616852760315,0.7083616852760315,16500,7.37,-16.42,6.16,,,,,,
IAF,2003-04-17,0.7118117351454205,0.7187113575983659,0.7106617706532672,0.7152615189552307,46100,7.34,-14.85,6.25,,,,,,
IAF,2003-04-21,0.718711364099282,0.7198613286018372,0.7152615254249423,0.7198613286018372,17500,7.33,-14.87,6.24,,,,,,
IAF,2003-04-22,0.7256108092179653,0.7290606470488918,0.7221610262203508,0.7244608998298645,22600,7.46,-15.55,6.3,,,,,,
IAF,2003-04-23,0.7267606447205404,0.7348101735115051,0.7256106807028012,0.7348101735115051,12500,7.44,-14.11,6.39,,,,,,
IAF,2003-04-24,0.7302102953247858,0.7302102953247858,0.7187109313892168,0.7210108041763306,20100,7.44,-15.73,6.27,,,,,,
IAF,2003-04-25,0.7129612450683073,0.7164110817772227,0.7129612450683073,0.7141112089157104,4300,7.41,-16.19,6.21,,,,,,
